evaluation,id
0.0,FD001_1_0
0.5,FD001_2_0
0.16666666666666666,FD001_3_0
0.7000000000000001,FD001_4_0
0.6818181818181818,FD001_5_0
0.5714285714285715,FD001_6_0
0.6829268292682927,FD001_7_0
0.6666666666666667,FD001_8_0
0.6274509803921569,FD001_9_0
0.21428571428571427,FD001_10_0
0.7027027027027026,FD001_11_0
0.7142857142857143,FD001_12_0
0.6285714285714286,FD001_13_0
0.6046511627906976,FD001_14_0
0.5454545454545455,FD001_15_0
0.5818181818181819,FD001_16_0
0.653061224489796,FD001_17_0
0.75,FD001_18_0
0.6666666666666667,FD001_19_0
0.6521739130434783,FD001_20_0
0.6486486486486486,FD001_21_0
0.653061224489796,FD001_22_0
0.6666666666666665,FD001_23_0
0.3448275862068966,FD001_24_0
0.7272727272727273,FD001_25_0
0.7317073170731707,FD001_26_0
0.6285714285714286,FD001_27_0
0.0,FD001_28_0
0.6842105263157896,FD001_29_0
0.39999999999999997,FD001_30_0
0.6857142857142857,FD001_31_0
0.6222222222222222,FD001_32_0
0.3448275862068966,FD001_33_0
0.6808510638297872,FD001_34_0
0.631578947368421,FD001_35_0
0.5945945945945946,FD001_36_0
0.6486486486486486,FD001_37_0
0.65,FD001_38_0
0.6511627906976744,FD001_39_0
0.625,FD001_40_0
0.6521739130434783,FD001_41_0
0.5555555555555556,FD001_42_0
0.6666666666666665,FD001_43_0
0.5454545454545455,FD001_44_0
0.5161290322580646,FD001_45_0
0.7000000000000001,FD001_46_0
0.5882352941176471,FD001_47_0
0.4482758620689655,FD001_48_0
0.6274509803921569,FD001_49_0
0.7000000000000001,FD001_50_0
0.8,FD001_51_0
0.625,FD001_52_0
0.6666666666666667,FD001_53_0
0.717948717948718,FD001_54_0
0.631578947368421,FD001_55_0
0.48387096774193544,FD001_56_0
0.5454545454545455,FD001_57_0
0.5,FD001_58_0
0.6666666666666667,FD001_59_0
0.5882352941176471,FD001_60_0
0.5882352941176471,FD001_61_0
0.5925925925925926,FD001_62_0
0.6842105263157896,FD001_63_0
0.625,FD001_64_0
0.5882352941176471,FD001_65_0
0.5769230769230769,FD001_66_0
0.6382978723404255,FD001_67_0
0.7692307692307693,FD001_68_0
0.5423728813559322,FD001_69_0
0.2962962962962963,FD001_70_0
0.6486486486486486,FD001_71_0
0.5614035087719299,FD001_72_0
0.5333333333333333,FD001_73_0
0.3448275862068966,FD001_74_0
0.7111111111111111,FD001_75_0
0.631578947368421,FD001_76_0
0.28571428571428575,FD001_77_0
0.5,FD001_78_0
0.5882352941176471,FD001_79_0
0.5945945945945946,FD001_80_0
0.5263157894736842,FD001_81_0
0.6037735849056604,FD001_82_0
0.45161290322580644,FD001_83_0
0.5925925925925926,FD001_84_0
0.5454545454545455,FD001_85_0
0.5769230769230769,FD001_86_0
0.5882352941176471,FD001_87_0
0.6486486486486486,FD001_88_0
0.5882352941176471,FD001_89_0
0.2222222222222222,FD001_90_0
0.7317073170731707,FD001_91_0
0.6037735849056604,FD001_92_0
0.3448275862068966,FD001_93_0
0.7111111111111111,FD001_94_0
0.4375,FD001_95_0
0.608695652173913,FD001_96_0
0.7142857142857143,FD001_97_0
0.41379310344827586,FD001_98_0
0.5882352941176471,FD001_99_0
0.6341463414634146,FD001_100_0
